image_path,xmin,ymin,xmax,ymax,label
Manuel Macias RGB_6_7600_0_11600_4000.png,1479.369629,1846.711914,1726.249878,2094.335449,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,629.7640381,373.7070007,847.6159058,615.1763916,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,259.6114502,3401.534668,438.3881836,3584.044434,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,1693.514038,245.8309021,1890.041138,430.697937,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,2461.69751,927.6624146,2856.160156,1347.598511,Tree
Carlos Vera Arteaga RGB_12_11297_0_15297_4000.png,923.9772949,2823.652832,1282.588989,3201.290283,Tree
Carlos Vera Guevara RGB_12_8425_0_12425_4000.png,717.7819214,3872.013916,929.7918701,3997.259277,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,2513.838867,1462.394897,2826.313232,1822.492798,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,2008.046875,3234.242188,2341.301758,3575.036377,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,829.2754517,1391.202026,1048.716431,1620.666626,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,3610.046143,336.6523438,3872.448975,586.2781982,Tree
Carlos Vera Arteaga RGB_0_0_0_4000_4000.png,2025.017822,3312.34668,2394.803467,3684.291992,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1916.397827,8.343875885,2214.057617,215.5984497,Tree
Carlos Vera Guevara RGB_11_7600_8305_11600_12305.png,521.6889648,303.6403198,703.3337402,486.525177,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,1563.905273,2729.636719,1902.653931,3114.094727,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,125.1526031,1235.009766,442.2210999,1526.02356,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2718.668213,2273.629639,2945.308838,2479.155518,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,2373.907227,3283.411133,2614.421143,3530.351807,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,851.2417603,1259.682007,1066.283936,1508.804321,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,653.7548828,2.777193069,1080.699463,209.6840515,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3759.238037,2483.193604,3970.88916,2690.402832,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,3030.561279,2297.906982,3249.415527,2476.478027,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,2539.080078,838.4431152,2827.170166,1138.719116,Tree
Carlos Vera Arteaga RGB_9_7600_3800_11600_7800.png,2815.494629,47.66863251,3136.431641,367.6248474,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1927.302368,370.1009216,2093.162842,547.2579346,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,10.17336512,2453.504639,260.991333,2665.946777,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1056.35791,5.096031189,1313.620483,135.977066,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2628.421875,3071.835938,2872.074463,3334.472412,Tree
Flora Pluas RGB_0_0_0_4000_4000.png,2882.602539,2774.41333,3139.09668,3006.269775,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,1994.039551,2948.834717,2272.371338,3211.5,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,314.1542664,2327.966309,511.190918,2529.530762,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,4.108479977,0.0,181.5669556,365.6729126,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1294.688721,249.2453308,1492.869995,440.8297729,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,823.012085,1579.840332,981.401123,1728.484497,Tree
Carlos Vera Arteaga RGB_9_7600_3800_11600_7800.png,1642.468506,427.7941589,1904.412109,641.2527466,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,2847.132324,1459.277466,3128.283447,1722.303467,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,1049.08728,2188.151855,1288.978271,2403.803955,Tree
Nestor Macias RGB_14_11003_7600_15003_11600.png,1314.124146,1073.890259,1652.436401,1415.396973,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,2938.134521,539.9227905,3177.757324,815.9191895,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,2183.730469,2383.967285,2513.816162,2710.967041,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,2537.528564,1150.31665,2839.807617,1398.111206,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1728.881348,1693.801758,1913.695557,1880.645874,Tree
Carlos Vera Guevara RGB_12_8425_0_12425_4000.png,114.0595551,1174.86438,261.6969299,1326.724487,Tree
Leonor Aspiazu RGB_3_0_9855_4000_13855.png,2391.486084,1049.515381,2606.858154,1266.462402,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,791.0196533,429.0614624,1009.908081,652.8737793,Tree
Carlos Vera Guevara RGB_12_8425_0_12425_4000.png,921.3115234,1426.713013,1140.306396,1656.250244,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,3166.135498,1611.273071,3483.329102,1943.331421,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,899.5465698,3162.471924,1241.99707,3505.245605,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,1891.178711,2733.328125,2125.719482,2963.348145,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1148.967773,2722.008545,1374.209473,2979.132568,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,2006.151855,841.1082153,2260.630859,1124.338623,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,148.7384949,953.4231567,402.2318726,1198.734131,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,2573.068848,15.25147343,2781.533203,213.0778961,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,1471.2323,846.1332397,1702.895508,1046.198975,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,1478.473999,1615.435181,1855.918457,2020.333374,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1925.652466,554.3439331,2114.53125,727.3215332,Tree
Manuel Macias RGB_5_3800_6879_7800_10879.png,2356.876953,2597.987305,2559.362793,2814.199219,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,197.0404205,3516.903564,482.2368164,3794.055176,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,2566.674561,1867.427368,2820.717041,2069.931152,Tree
Carlos Vera Guevara RGB_14_8425_7600_12425_11600.png,2.671545029,271.9193726,131.3592529,477.8641052,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,2749.909668,2743.67334,3088.941406,3110.871338,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,1424.366943,992.3950195,1604.642944,1196.861572,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,1776.090942,726.6601563,2046.378662,989.0644531,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,1149.784058,3344.548584,1301.75415,3493.277832,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,2736.266846,643.262146,2952.183838,865.4740601,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,2283.499268,2113.875244,2488.60791,2325.258301,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,3.833054304,1161.063721,254.7827454,1441.632935,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,835.8722534,3228.206787,1157.599609,3571.831055,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,695.4121094,667.7075195,1068.071045,1050.71875,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,1727.880615,3687.474121,1910.138306,3865.437744,Tree
Flora Pluas RGB_17_11400_7600_15400_11600.png,247.7301025,2475.933594,609.8497925,2898.73999,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3331.080322,651.2144165,3523.299561,827.2758179,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,0.365020037,1932.478638,274.2807922,2216.454346,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,857.2891846,906.880249,1154.588867,1158.476196,Tree
Leonor Aspiazu RGB_12_11400_0_15400_4000.png,2374.972656,1892.025391,2651.089355,2173.61499,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,1136.656128,29.55998802,1467.376709,364.2124023,Tree
Carlos Vera Guevara RGB_14_8425_7600_12425_11600.png,5.671545029,274.9193726,129.3592529,475.8641052,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,2688.173096,1667.73877,2870.313721,1801.460815,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1098.639771,458.0079346,1367.217041,757.5527344,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2084.505127,1436.307373,2352.802734,1724.151245,Tree
Flora Pluas RGB_17_11400_7600_15400_11600.png,1835.912354,3059.042236,2071.035889,3281.351074,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,886.7521362,3094.158691,1135.337524,3360.337158,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,2038.387207,1641.05249,2226.044434,1811.306763,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,28.97145653,1617.257202,431.5719299,2044.880493,Tree
Manuel Macias RGB_11_9748_6879_13748_10879.png,28.83214378,1000.911865,241.9831696,1193.25293,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,2098.076172,263.2902832,2276.046631,453.9646912,Tree
Manuel Macias RGB_4_3800_3800_7800_7800.png,1562.23645,1621.803711,1867.989014,1915.475952,Tree
Leonor Aspiazu RGB_1_0_3800_4000_7800.png,349.7082825,2019.285889,516.0516357,2194.629395,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,1372.679321,2610.683838,1626.307983,2872.508789,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1509.361084,3229.790039,1833.225098,3600.904785,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,585.4066162,3018.507568,896.5583496,3342.48584,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,8.170137882,1662.044678,190.3847046,1985.143433,Tree
Flora Pluas RGB_14_7600_11578_11600_15578.png,2479.160156,7.696083546,2842.849609,194.1332245,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,2433.991211,710.8318481,2639.683838,904.690918,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,456.5349426,377.3438721,688.0111084,612.8483276,Tree
Leonor Aspiazu RGB_12_11400_0_15400_4000.png,1053.61145,2300.43335,1320.702515,2540.743164,Tree
Leonor Aspiazu RGB_10_7600_7600_11600_11600.png,1250.472656,3594.163574,1480.948975,3832.303711,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,1854.043213,1127.089844,2050.361084,1345.318848,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,84.15465546,166.1985626,359.6994629,414.5322876,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,2645.719971,409.4952698,2821.490967,598.2021484,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,282.1494141,3273.532471,566.2106323,3549.545898,Tree
Nestor Macias RGB_14_11003_7600_15003_11600.png,46.86931229,217.5278625,317.7233582,469.6992493,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,3861.925537,1027.890381,3991.801025,1290.155396,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,1271.705322,185.0852966,1580.544556,523.5336304,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2250.817627,471.8855591,2476.376953,726.5023193,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,3409.005615,2906.409912,3715.150146,3213.589355,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,1230.146606,513.5791016,1519.41626,850.4039307,Tree
Carlos Vera Guevara RGB_12_8425_0_12425_4000.png,1046.224976,1663.425781,1264.81897,1908.610962,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,3320.538086,3218.177002,3476.519287,3390.293701,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,3291.317139,2425.468994,3554.305176,2664.290771,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,7.613091946,3043.919678,213.7303925,3380.310059,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,2425.014404,2252.236816,2725.367432,2507.630615,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,1383.733521,918.565979,1691.506348,1254.179565,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,2015.965576,1779.984009,2351.28125,2086.973633,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,502.8338928,3610.292969,753.486084,3897.724854,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,2002.411133,3576.346436,2389.720215,3979.033447,Tree
Nestor Macias RGB_14_11003_7600_15003_11600.png,2175.189697,174.5694275,2464.458496,420.7436829,Tree
Manuel Macias RGB_8_7600_6879_11600_10879.png,4.247926235,1471.525879,209.956543,1815.664307,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,3059.834961,1661.501465,3287.445313,1893.982666,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,366.7678833,3218.482422,651.7810669,3497.29248,Tree
Leonor Aspiazu RGB_1_0_3800_4000_7800.png,1285.026123,441.4378662,1526.345459,683.5354004,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,43.74902344,3232.759277,302.6278381,3496.998047,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,3419.575195,228.2569885,3596.189453,437.3987427,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,2.351997375,689.2954102,136.7575836,930.5266724,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,2334.959473,3606.90918,2510.645508,3794.136719,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,2787.761475,2264.379395,3088.978271,2596.300049,Tree
Leonor Aspiazu RGB_8_7600_0_11600_4000.png,858.5467529,3348.996582,1609.804688,3977.30957,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,3449.455811,2229.665283,3705.343994,2481.262695,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,2685.177979,2156.818115,3005.48584,2479.943848,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1456.68042,470.0396729,1692.831421,703.3537598,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,520.5431519,3548.292969,851.4794312,3888.989014,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,9.671691895,988.8800659,203.8696594,1272.859497,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,122.7744446,1997.514771,301.115509,2178.280029,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,1385.489014,585.8041382,1621.846924,813.4024658,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,2236.734619,2863.290771,2510.687744,3147.070557,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,949.3137207,432.5169678,1159.486694,621.6693726,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,3483.23584,2694.406738,3810.904297,3039.304688,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,652.9448242,3753.391846,951.1519775,3998.0,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,1905.779297,377.6988831,2138.147949,619.9017334,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,3355.775146,542.6299438,3643.861572,860.8723755,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,815.1245728,1686.893188,1155.465576,2039.671753,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,201.6530609,3475.695801,523.0975342,3802.320313,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,611.6218262,3354.931396,1111.027832,3914.490967,Tree
Carlos Vera Arteaga RGB_12_11297_0_15297_4000.png,2341.362305,3874.543457,2579.873535,3995.727539,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,1947.390015,3399.786133,2232.336182,3697.882568,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,3010.812988,1400.91394,3328.0896,1702.958618,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,1020.883423,2056.494629,1241.425903,2304.996338,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2879.516357,1272.473389,3019.904541,1409.880493,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,1370.168457,897.8771362,1533.641846,1067.302856,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,663.8021851,524.0056152,904.5423584,781.8347168,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1259.103149,3230.317627,1494.075562,3453.597412,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,2888.640625,1693.935547,3201.091064,2034.40332,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,2556.164307,748.7705688,2857.022705,1072.359619,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,2166.174805,1830.868408,2369.770508,2037.122437,Tree
Carlos Vera Arteaga RGB_6_3800_7600_7800_11600.png,3062.076904,291.7613831,3213.069092,443.1259155,Tree
Flora Pluas RGB_2_0_7600_4000_11600.png,3768.394043,535.4124146,3997.287842,934.0107422,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,698.8723145,41.36904526,982.8115845,359.2802124,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,3674.528076,598.5308228,3938.834473,877.1773682,Tree
Carlos Vera Arteaga RGB_6_3800_7600_7800_11600.png,1235.72229,2756.082764,1494.971802,3025.545898,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,2481.593262,3681.487793,2849.396973,3993.833252,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,2193.921875,27.83764839,2943.60376,661.0380249,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2550.056152,813.2728271,2747.479736,987.7341919,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,5.170137882,1659.044678,192.3847046,1987.143433,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,1493.171509,2211.6604,1736.606445,2462.938721,Tree
Flora Pluas RGB_14_7600_11578_11600_15578.png,1556.522339,2555.985352,1907.513428,2943.033447,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,2641.927979,2948.638672,2912.174316,3195.396973,Tree
Carlos Vera Arteaga RGB_12_11297_0_15297_4000.png,8.1531744,1258.906128,112.4247208,1531.808594,Tree
Flora Pluas RGB_17_11400_7600_15400_11600.png,744.9197998,2350.136475,974.9761963,2579.7771,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,1929.573975,1526.723877,2161.71875,1751.616943,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,3020.344482,1707.474854,3272.352783,1923.998535,Tree
Flora Pluas RGB_9_3800_11578_7800_15578.png,1301.331177,1060.735352,1691.705566,1455.761719,Tree
Carlos Vera Arteaga RGB_12_11297_0_15297_4000.png,1149.782715,3387.411133,1345.170166,3582.287842,Tree
Flora Pluas RGB_15_11400_0_15400_4000.png,1714.37854,2154.736084,1911.033569,2358.017822,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,2553.4729,893.7902222,2788.001709,1117.297363,Tree
Leonor Aspiazu RGB_17_13134_3800_17134_7800.png,3152.830078,1291.253174,3311.953369,1451.797974,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,2435.009766,2854.568359,2700.126709,3087.541504,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,2569.74292,2125.591553,2753.915771,2295.38916,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,3733.392578,558.0078735,3998.056885,962.8277588,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,1655.548706,3131.130127,1996.547729,3502.521973,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,3867.226807,2207.216797,3996.03418,2441.810791,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,223.1435242,178.478714,476.9839172,419.2063599,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,3747.788574,1257.646729,3881.752441,1402.936523,Tree
Manuel Macias RGB_8_7600_6879_11600_10879.png,3767.121582,1539.811035,3994.528809,1959.218018,Tree
Flora Pluas RGB_0_0_0_4000_4000.png,2280.829346,2668.381592,2531.826172,2910.126221,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,2899.199463,2129.005859,3214.275391,2455.073975,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,1692.830444,6.218560219,1951.299927,173.6180267,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,984.621582,850.1190796,1225.56543,1069.19812,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,2811.986572,1342.208496,3199.555908,1752.072388,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,615.7731323,3126.184326,892.1607666,3405.158691,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,2450.641846,2458.608643,2783.323242,2816.618408,Tree
Carlos Vera Guevara RGB_13_8425_3800_12425_7800.png,253.6543427,502.3226013,483.6280518,733.7485352,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,2709.730957,15.68532753,2864.931641,165.1253815,Tree
Carlos Vera Arteaga RGB_11_7600_11053_11600_15053.png,83.80835724,1732.045532,348.0968933,1990.034424,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,2635.609375,6.818212986,2966.28833,184.9282074,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2595.111084,1703.712402,2765.227295,1865.253418,Tree
Manuel Macias RGB_11_9748_6879_13748_10879.png,1074.604248,3222.968506,1305.438232,3471.547607,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,2531.46167,601.8973389,2834.26123,862.8397827,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,2566.943604,486.631073,2791.53125,719.0001831,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,129.3497009,2401.047852,297.6455688,2573.562988,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,2355.728027,1354.721924,2713.226807,1707.852295,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,844.3722534,603.3235474,1172.356079,917.3206177,Tree
Flora Pluas RGB_17_11400_7600_15400_11600.png,340.0467529,624.3800659,902.3016968,1174.010132,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,2948.542969,3363.747559,3188.349365,3575.922607,Tree
Manuel Macias RGB_7_7600_3800_11600_7800.png,1019.803589,1106.80542,1395.648193,1525.263184,Tree
Flora Pluas RGB_9_3800_11578_7800_15578.png,3880.046143,1977.674072,3995.986572,2223.29248,Tree
Carlos Vera Arteaga RGB_8_7600_0_11600_4000.png,469.3184509,3380.766846,720.6851196,3629.188232,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,2554.699951,3697.374756,2890.7854,3997.38623,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,2552.67627,331.6592407,2888.215088,656.1311035,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,2643.132324,1925.944336,2847.793945,2126.565186,Tree
Carlos Vera Arteaga RGB_2_0_7600_4000_11600.png,2810.236572,1185.737549,3203.114746,1543.335938,Tree
Leonor Aspiazu RGB_1_0_3800_4000_7800.png,3301.730957,2.578612804,3687.397705,198.7099304,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,4.384965897,547.5292358,139.6903687,842.8391724,Tree
Carlos Vera Guevara RGB_9_7600_3800_11600_7800.png,1090.539917,674.6810303,1555.371216,1175.385498,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,2471.211426,1229.793701,2696.733887,1444.452271,Tree
Leonor Aspiazu RGB_3_0_9855_4000_13855.png,2899.17334,5.249603748,3107.504883,136.920578,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,274.6152039,422.0715027,571.7165527,723.5618286,Tree
Manuel Macias RGB_0_0_0_4000_4000.png,1725.31311,1951.92627,2367.596436,2568.357422,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,1741.220947,1644.724854,1936.760498,1845.318481,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,301.203949,1094.454224,543.2498169,1329.194824,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,3386.167236,18.7083416,3586.608643,223.3074341,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,2912.473633,649.0283203,3115.969238,839.534668,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,3892.628174,953.9002075,3994.20459,1232.342896,Tree
Flora Pluas RGB_14_7600_11578_11600_15578.png,425.7950134,2604.736572,688.0299072,2862.853271,Tree
Carlos Vera Arteaga RGB_13_11297_3800_15297_7800.png,2527.979736,2633.629883,2714.907715,2818.518066,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,1569.42688,3421.54834,1885.026855,3740.586426,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,1594.842407,1334.974976,2086.653076,1978.104248,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,2271.970215,6.289952278,2506.397705,194.4201813,Tree
Carlos Vera Arteaga RGB_9_7600_3800_11600_7800.png,2087.394531,3400.796387,2268.294189,3568.887207,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,3008.032715,2948.086426,3279.174561,3205.857178,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,2764.595947,1767.016235,3017.728027,2040.15271,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1919.247314,1967.052612,2188.828125,2226.792969,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,36.69256592,1432.303955,317.8252563,1699.62854,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2539.968994,2343.965332,2780.60791,2597.170166,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,2944.713623,3816.322266,3269.41748,3992.668213,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,929.6717529,1817.509644,1163.552734,2049.641113,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1327.394287,462.2333984,1609.739014,733.5120239,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,1162.803101,758.3863525,1488.264893,1091.547485,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,3696.57666,2885.706055,3877.022461,3083.562988,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,1355.556274,450.4975586,1644.140137,776.9544067,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,3185.614258,2912.81958,3527.958008,3279.606689,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,3431.583252,3823.994141,3720.089844,3992.183838,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,3020.788574,3793.554688,3310.605957,3995.902344,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,3891.516602,2549.454346,3992.165527,2792.476563,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,3707.893066,1158.065063,3980.067139,1390.427979,Tree
Manuel Macias RGB_5_3800_6879_7800_10879.png,10.25246811,1612.572144,257.8753357,2006.05957,Tree
Nestor Macias RGB_12_11003_0_15003_4000.png,861.5067139,2034.658936,1141.597534,2320.253174,Tree
